FBManagerSaveFile
1,The Endzone Stingers,A,0,0,0,-1,0
2,Giant Cloud Feeders,D,0,0,0,-1,0
3,White Drug Finish,B,0,0,0,-1,0
4,Ravaged Bean Gunners,C,0,0,0,-1,0
5,Humble Pastel Orphans,D,0,0,0,-1,0
6,The Black Termites,D,0,0,0,-1,0
7,Yellow Werewolves,A,0,0,0,-1,0
8,Large Bombers,B,0,0,0,-1,0
9,The Uniform Roosters,D,0,0,0,-1,0
10,Junk World Greenbacks,B,0,0,0,-1,0
11,Tall Basilisks,C,0,0,0,-1,0
12,Copperhead Nova Grinders,C,0,0,0,-1,0
13,Distinguished Presidents,C,0,0,0,-1,0
14,Small Freedom Titans,A,0,0,0,-1,0
Matches
1,1,1,7,0,0,0
2,2,1,14,0,0,0
3,3,7,1,0,0,0
4,4,7,14,0,0,0
5,5,14,1,0,0,0
6,6,14,7,0,0,0
7,1,3,8,0,0,0
8,2,3,10,0,0,0
9,3,8,3,0,0,0
10,4,8,10,0,0,0
11,5,10,3,0,0,0
12,6,10,8,0,0,0
13,1,4,11,0,0,0
14,1,12,13,0,0,0
15,2,11,12,0,0,0
16,2,13,4,0,0,0
17,3,4,12,0,0,0
18,3,11,13,0,0,0
19,4,12,11,0,0,0
20,4,4,13,0,0,0
21,5,11,4,0,0,0
22,5,13,12,0,0,0
23,6,12,4,0,0,0
24,6,13,11,0,0,0
25,1,2,5,0,0,0
26,1,6,9,0,0,0
27,2,5,6,0,0,0
28,2,9,2,0,0,0
29,3,2,6,0,0,0
30,3,5,9,0,0,0
31,4,6,5,0,0,0
32,4,2,9,0,0,0
33,5,5,2,0,0,0
34,5,9,6,0,0,0
35,6,6,2,0,0,0
36,6,9,5,0,0,0
